tradingsymbol,exchange,name,instrument_token,segment,tick_size,lot_size,instrument_type,sector,industry,is_fo_enabled,is_active
KENNAMET,NSE,KENNAMETAL INDIA,3031297,NSE,0.1,1,STOCK,Industrials,Tools & Accessories,0,1
CYBERMEDIA,NSE,CYBER MEDIA (INDIA),3031553,NSE,0.01,1,STOCK,Communication Services,Publishing,0,1
SURYALAXMI,NSE,SURYALAKSHMI COT MIL,3034113,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
SHAHALLOYS,NSE,SHAH ALLOYS,3035137,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
JKPAPER,NSE,JK PAPER,3036161,NSE,0.05,1,STOCK,Basic Materials,Paper & Paper Products,0,1
PRIMESECU,NSE,PRIME SECURITIES,3037185,NSE,0.05,1,STOCK,Financial Services,Capital Markets,0,1
63MOONS,NSE,63 MOONS TECHNOLOGIES,3038209,NSE,0.05,1,STOCK,Technology,Software - Application,0,1
JSWHL,NSE,JSW HOLDINGS,3041281,NSE,1.0,1,STOCK,Industrials,Conglomerates,0,1
MANINDS,NSE,MAN INDUSTRIES (I),3042305,NSE,0.05,1,STOCK,Basic Materials,Steel,0,1
VHL,NSE,VARDHMAN HOLDINGS,3044353,NSE,0.1,1,STOCK,Financial Services,Credit Services,0,1
DCXINDIA,NSE,DCX SYSTEMS,3045121,NSE,0.01,1,STOCK,Industrials,Aerospace & Defense,0,1
GEOJITFSL,NSE,GEOJIT FINANCIAL SER L,3045377,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
GENUSPOWER,NSE,GENUS POWER INFRASTRU,3047681,NSE,0.05,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
SWELECTES,NSE,SWELECT ENERGY SYS,3048705,NSE,0.05,1,STOCK,Technology,Solar,0,1
MSPL,NSE,MSP STEEL & POWER,3051265,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
NECLIFE,NSE,NECTAR LIFESCIENCES,3053313,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
FUSION,NSE,FUSION FINANCE,3054593,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
SPLIL,NSE,SPL INDUSTRIES,3055361,NSE,0.01,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
SEMAC,NSE,SEMAC CONSTRUCTION,3062017,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
GOLDIAM,NSE,GOLDIAM INTERNATIONAL,3064577,NSE,0.05,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
RML,NSE,RANE (MADRAS),3065601,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
HTMEDIA,NSE,HT MEDIA,3066625,NSE,0.01,1,STOCK,Communication Services,Publishing,0,1
SASKEN,NSE,SASKEN TECHNOLOGIES,3067649,NSE,0.1,1,STOCK,Technology,Information Technology Services,0,1
ICIL,NSE,INDO COUNT INDUSTRIES,3068673,NSE,0.05,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
SYNCOMF,NSE,SYNCOM FORMU (I),3069953,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
IMPAL,NSE,IND MOTOR PART & ACC,3074305,NSE,0.1,1,STOCK,Consumer Cyclical,Auto Parts,0,1
AEROENTER,NSE,AEROFLEX ENTERPRISES,3075841,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
AURIONPRO,NSE,AURIONPRO SOLN,3077633,NSE,0.05,1,STOCK,Technology,Software - Application,0,1
ACI,NSE,ARCHEAN CHEMICAL IND,3078145,NSE,0.05,1,STOCK,Basic Materials,Chemicals,0,1
RENUKA,NSE,SHREE RENUKA SUGARS,3078657,NSE,0.01,1,STOCK,Consumer Defensive,Confectioners,0,1
BASML,NSE,BANNARI AM SPIN MILL,3080705,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
DOLATALGO,NSE,DOLAT ALGOTECH,3103745,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
BBTCL,NSE,B&B TRIPLEWALL CONT,3111169,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
HNDFDS,NSE,HINDUSTAN FOODS,3116289,NSE,0.05,1,STOCK,Industrials,Conglomerates,0,1
INOXGREEN,NSE,INOX GREEN ENERGY SER,3120129,NSE,0.01,1,STOCK,Utilities,Utilities - Renewable,0,1
RUSTOMJEE,NSE,KEYSTONE REALTORS,3128065,NSE,0.05,1,STOCK,Real Estate,Real Estate - Development,0,1
ZIMLAB,NSE,ZIM LABORATORIES,3170305,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
SWSOLAR,NSE,STRLNG & WIL REN ENE,3197185,NSE,0.01,1,STOCK,Technology,Solar,0,1
VINNY,NSE,VINNY OVERSEAS,3197441,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
AAATECH,NSE,AAA TECHNOLOGIES,3208449,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
PRECAM,NSE,PRECISION CAMSHAFTS,3226369,NSE,0.01,1,STOCK,Consumer Cyclical,Auto Parts,0,1
MBAPL,NSE,MADHYA BHARAT AGRO P.,3247617,NSE,0.05,1,STOCK,Basic Materials,Agricultural Inputs,0,1
TEAMLEASE,NSE,TEAMLEASE SERVICES,3255297,NSE,0.1,1,STOCK,Industrials,Staffing & Employment Services,0,1
HYBRIDFIN,NSE,HYBRID FINANCIAL SERVICE,3279105,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
KRISHANA,NSE,KRISHANA PHOSCHEM,3288833,NSE,0.05,1,STOCK,Basic Materials,Agricultural Inputs,0,1
DHARMAJ,NSE,DHARMAJ CROP GUARD,3328257,NSE,0.05,1,STOCK,Basic Materials,Agricultural Inputs,0,1
SAFARI,NSE,SAFARI IND (INDIA),3336961,NSE,0.1,1,STOCK,Consumer Cyclical,Footwear & Accessories,0,1
UNIPARTS,NSE,UNIPARTS INDIA,3342593,NSE,0.05,1,STOCK,Industrials,Farm & Heavy Construction Machinery,0,1
IIFLCAPS,NSE,IIFL CAPITAL SERVICES,3346433,NSE,0.05,1,STOCK,Financial Services,Capital Markets,0,1
TRIVENI,NSE,TRIVENI ENGG. & INDS.,3348737,NSE,0.05,1,STOCK,Consumer Defensive,Confectioners,0,1
EKC,NSE,EVEREST KANTO CYLINDERLTD,3351297,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
VIMTALABS,NSE,VIMTA LABS,3353857,NSE,0.05,1,STOCK,Healthcare,Diagnostics & Research,0,1
NAHARINDUS,NSE,NAHAR INDS ENT,3355137,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
ORIENTCER,NSE,ORIENT CERATECH,3356417,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
QUICKHEAL,NSE,QUICK HEAL TECH,3357697,NSE,0.01,1,STOCK,Technology,Software - Application,0,1
KERNEX,NSE,KERNEX MICROSYS(I),3358977,NSE,0.1,1,STOCK,Technology,Software - Application,0,1
REPRO,NSE,REPRO INDIA,3360257,NSE,0.05,1,STOCK,Industrials,Specialty Business Services,0,1
CELEBRITY,NSE,CELEBRITY FASHIONS,3369473,NSE,0.01,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
NITINSPIN,NSE,NITIN SPINNERS,3372801,NSE,0.05,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
ROHLTD,NSE,ROYAL ORCHID HOTELS,3374593,NSE,0.05,1,STOCK,Consumer Cyclical,Lodging,0,1
ENIL,NSE,ENTERTAIN NET. IND.,3377153,NSE,0.01,1,STOCK,Communication Services,Broadcasting,0,1
JAGRAN,NSE,JAGRAN PRAKASHAN,3382017,NSE,0.01,1,STOCK,Communication Services,Publishing,0,1
SULA,NSE,SULA VINEYARDS,3383809,NSE,0.01,1,STOCK,Consumer Defensive,Beverages - Wineries & Distilleries,0,1
INDOTECH,NSE,INDO TECH TRANSFORM,3398401,NSE,0.1,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
LANDMARK,NSE,LANDMARK CARS,3398657,NSE,0.05,1,STOCK,Consumer Cyclical,Auto & Truck Dealerships,0,1
AFSL,NSE,ABANS FINANCIAL SRVCS,3401729,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
BLKASHYAP,NSE,B.L.KASHYAP & SON,3402241,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
VISASTEEL,NSE,VISA STEEL,3403521,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
NITCO,NSE,NITCO,3404801,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
CENTURYPLY,NSE,CENTURY PLYBOARDS (I),3406081,NSE,0.05,1,STOCK,Basic Materials,Lumber & Wood Production,0,1
VAKRANGEE,NSE,VAKRANGEE,3415553,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
MALUPAPER,NSE,MALU PAPER MILLS,3418113,NSE,0.01,1,STOCK,Basic Materials,Paper & Paper Products,0,1
SGL,NSE,STL GLOBAL,3421953,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
UTTAMSUGAR,NSE,UTTAM SUGAR MILLS,3424257,NSE,0.05,1,STOCK,Consumer Defensive,Confectioners,0,1
KKCL,NSE,KEWAL KIRAN CLOTHING,3425537,NSE,0.05,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
BHAGERIA,NSE,BHAGERIA INDUSTRIES,3430401,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
RSYSTEMS,NSE,R SYS INTERNATIONAL,3433985,NSE,0.05,1,STOCK,Technology,Information Technology Services,0,1
EMKAY,NSE,EMKAY GLOBAL FIN SERV,3435777,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
ELIN,NSE,ELIN ELECTRONICS,3436289,NSE,0.01,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
KELLTONTEC,NSE,KELLTON TECH SOL,3438081,NSE,0.01,1,STOCK,Technology,Software - Application,0,1
BALPHARMA,NSE,BAL PHARMA,3440897,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
RATNAMANI,NSE,RATNAMANI MET & TUB,3443457,NSE,0.1,1,STOCK,Basic Materials,Steel,0,1
KAMDHENU,NSE,KAMDHENU,3444993,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
PIONEEREMB,NSE,PIONEER EMBROIDERIES,3446529,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
JKLAKSHMI,NSE,JK LAKSHMI CEMENT,3453697,NSE,0.05,1,STOCK,Basic Materials,Building Materials,0,1
PFOCUS,NSE,PRIME FOCUS,3454977,NSE,0.05,1,STOCK,Communication Services,Entertainment,0,1
ALLCARGO,NSE,ALLCARGO LOGISTICS,3456257,NSE,0.01,1,STOCK,Industrials,Integrated Freight & Logistics,0,1
AKASH,NSE,AKASH INFRA-PROJECTS,3458561,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
MUNJALAU,NSE,MUNJAL AUTO IND.,3458817,NSE,0.01,1,STOCK,Consumer Cyclical,Auto Parts,0,1
NECCLTD,NSE,NORTH EAST CARRY CORP,3461633,NSE,0.01,1,STOCK,Industrials,Trucking,0,1
VIDHIING,NSE,VIDHI SPCLTY F INGRDNTS L,3465217,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
AVONMORE,NSE,AVONMORE CAP&MGT SERV,3470593,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
GRINDWELL,NSE,GRINDWELL NORTON,3471361,NSE,0.1,1,STOCK,Industrials,Building Products & Equipment,0,1
RAMANEWS,NSE,SHREE RAMA NEWSPRINT,3472641,NSE,0.01,1,STOCK,Consumer Defensive,Beverages - Non-Alcoholic,0,1
MANUGRAPH,NSE,MANUGRAPH INDIA,3474433,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
VOLTAMP,NSE,VOLTAMP TRANSFORMERS,3475713,NSE,1.0,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
RADIANTCMS,NSE,RADIANT CASH MGMT SER,3476481,NSE,0.01,1,STOCK,Industrials,Specialty Business Services,0,1
ATLANTAA,NSE,ATLANTAA,3477761,NSE,0.01,1,STOCK,Industrials,Infrastructure Operations,0,1
HGM,NSE,HANDSON GBL MNGMNT,3479553,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
ANTELOPUS,NSE,ANTELOPUS SELAN ENRGY,3481089,NSE,0.05,1,STOCK,Energy,Oil & Gas E&P,0,1
SKYGOLD,NSE,SKY GOLD AND DIAMONDS,3489537,NSE,0.05,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
TALBROAUTO,NSE,TALBROS AUTO. COMP.,3493889,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
ALICON,NSE,ALICON CASTALLOY,3495937,NSE,0.05,1,STOCK,Industrials,Metal Fabrication,0,1
GEECEE,NSE,GEECEE VENTURES,3496449,NSE,0.05,1,STOCK,Real Estate,Real Estate - Development,0,1
NRL,NSE,NUPUR RECYCLERS,3500801,NSE,0.01,1,STOCK,Industrials,Waste Management,0,1
AERONEU,NSE,AEROFLEX NEU,3504385,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
INFOMEDIA,NSE,INFOMEDIA PRESS,3505409,NSE,0.01,1,STOCK,Financial Services,Shell Companies,0,1
FIEMIND,NSE,FIEM INDUSTRIES,3509761,NSE,0.1,1,STOCK,Consumer Cyclical,Auto Parts,0,1
DCBBANK,NSE,DCB BANK,3513601,NSE,0.01,1,STOCK,Financial Services,Banks - Regional,0,1
GLOBALVECT,NSE,GLOBAL VEC HELICORP,3516161,NSE,0.01,1,STOCK,Industrials,Airports & Air Services,0,1
GTLINFRA,NSE,GTL INFRA.LTD,3518721,NSE,0.01,1,STOCK,Technology,Communication Equipment,0,1
MANOMAY,NSE,MANOMAY TEX INDIA,3520769,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
BBL,NSE,BHARAT BIJLEE,3522817,NSE,0.1,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
VGL,NSE,VARVEE GLOBAL,3525377,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
BAIDFIN,NSE,BAID FINSERV,3531265,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
MANALIPETC,NSE,MANALI PETROCHEMICALS LT,3531777,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
SUTLEJTEX,NSE,SUTLEJ TEXT & INDUS,3533057,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
GREENPANEL,NSE,GREENPANEL INDUSTRIES,3535361,NSE,0.01,1,STOCK,Basic Materials,Lumber & Wood Production,0,1
RUCHIRA,NSE,RUCHIRA PAPERS,3538177,NSE,0.01,1,STOCK,Basic Materials,Paper & Paper Products,0,1
DONEAR,NSE,DONEAR IND.,3542785,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
MMFL,NSE,MM FORGINGS,3544065,NSE,0.05,1,STOCK,Industrials,Metal Fabrication,0,1
VENUSREM,NSE,VENUS REMEDIES,3547905,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
AARTIPHARM,NSE,AARTI PHARMALABS,3550209,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
KUANTUM,NSE,KUANTUM PAPERS,3550721,NSE,0.01,1,STOCK,Basic Materials,Paper & Paper Products,0,1
JINDRILL,NSE,JINDAL DRILLING IND.,3552001,NSE,0.05,1,STOCK,Energy,Oil & Gas Equipment & Services,0,1
BANCOINDIA,NSE,BANCO PRODUCTS (I),3553281,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
ARIHANT,NSE,ARIHANT FOUN & HOU,3554561,NSE,0.05,1,STOCK,Real Estate,Real Estate - Development,0,1
HIRECT,NSE,HIND RECTIFIER,3555841,NSE,0.05,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
CREST,NSE,CREST VENTURES,3558401,NSE,0.05,1,STOCK,Financial Services,Financial Conglomerates,0,1
PLASTIBLEN,NSE,PLASTIBLENDS INDIA,3563521,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
NFL,NSE,NATIONAL FERT.,3564801,NSE,0.01,1,STOCK,Basic Materials,Agricultural Inputs,0,1
PRAENG,NSE,PRAJAY ENG. SYN.,3568897,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
PARACABLES,NSE,PARAMOUNT COMM,3571457,NSE,0.01,1,STOCK,Technology,Communication Equipment,0,1
TANLA,NSE,TANLA PLATFORMS,3577857,NSE,0.05,1,STOCK,Technology,Software - Application,0,1
JASH,NSE,JASH ENGINEERING,3579393,NSE,0.05,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
AVTNPL,NSE,AVT NATURAL PRODUCTS,3586049,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
LUMAXTECH,NSE,LUMAX AUTO TECH,3587585,NSE,0.1,1,STOCK,Consumer Cyclical,Auto Parts,0,1
VEEDOL,NSE,VEEDOL CORPORATION,3588865,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
SARLAPOLY,NSE,SARLA PERF. FIBERS,3595009,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
SANGHVIMOV,NSE,SANGHVI MOVERS,3598849,NSE,0.05,1,STOCK,Industrials,Rental & Leasing Services,0,1
ASMS,NSE,BARTRONICS INDIA,3600385,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
SAGCEM,NSE,SAGAR CEMENTS,3601409,NSE,0.01,1,STOCK,Basic Materials,Building Materials,0,1
IGPL,NSE,I G PETROCHEMICALS,3606017,NSE,0.05,1,STOCK,Basic Materials,Chemicals,0,1
SIYSIL,NSE,SIYARAM SILK MILLS,3608577,NSE,0.05,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
PTL,NSE,PTL ENTERPRISES,3609857,NSE,0.01,1,STOCK,Real Estate,Real Estate Services,0,1
AUTOIND,NSE,AUTOLINE INDUSTRIES,3611137,NSE,0.01,1,STOCK,Consumer Cyclical,Auto Parts,0,1
NETWORK18,NSE,NETWORK18 MEDIA & INV,3612417,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
GANDHITUBE,NSE,GANDHI SPL. TUBES,3613697,NSE,0.05,1,STOCK,Industrials,Metal Fabrication,0,1
PITTIENG,NSE,PITTI ENGINEERING,3618305,NSE,0.05,1,STOCK,Industrials,Metal Fabrication,0,1
SBGLP,NSE,SURATWWALA BUS GROUP,3619585,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
BTML,NSE,BODHI TREE MULTIMEDIA,3622401,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
HUBTOWN,NSE,HUBTOWN,3635969,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
TIIL,NSE,TECHNOCRAFT IND,3641089,NSE,0.1,1,STOCK,Industrials,Tools & Accessories,0,1
TVSSRICHAK,NSE,TVS SRICHAKRA,3646721,NSE,0.1,1,STOCK,Consumer Cyclical,Auto Parts,0,1
PGIL,NSE,PEARL GLOBAL IND,3650561,NSE,0.1,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
ORIENTBELL,NSE,ORIENT BELL,3655169,NSE,0.05,1,STOCK,Industrials,Building Products & Equipment,0,1
VIYASH,NSE,VIYASH SCIENTIFIC,3659777,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
OSWALSEEDS,NSE,SHREEOSWAL S AND CHE,3662081,NSE,0.01,1,STOCK,Basic Materials,Agricultural Inputs,0,1
TFL,NSE,TRANSWARRANTY FIN.,3665665,NSE,0.01,1,STOCK,Financial Services,Mortgage Finance,0,1
SMSPHARMA,NSE,SMS PHARMACEUTICALS,3668225,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - General,0,1
GANESHHOU,NSE,GANESH HOUSING,3670785,NSE,0.05,1,STOCK,Real Estate,Real Estate - Development,0,1
ORIENTALTL,NSE,ORIENTAL TRIMEX,3672577,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
APOLLOPIPE,NSE,APOLLO PIPES,3676417,NSE,0.05,1,STOCK,Industrials,Building Products & Equipment,0,1
POCL,NSE,PONDY OXIDES & CHEM,3682561,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
AMDIND,NSE,AMD INDUSTRIES,3685889,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
RAJTV,NSE,RAJ TV NETWORK,3687169,NSE,0.01,1,STOCK,Communication Services,Broadcasting,0,1
LAOPALA,NSE,LA OPALA RG,3692289,NSE,0.01,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
NAHARPOLY,NSE,NAHAR POLY FILMS,3697921,NSE,0.05,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
EMBDL,NSE,EMBASSY DEVELOPMENTS,3699201,NSE,0.01,1,STOCK,Real Estate,Real Estate - Diversified,0,1
KIRLFER,NSE,KIRLOSKAR FERROUS IND,3703297,NSE,0.05,1,STOCK,Industrials,Metal Fabrication,0,1
DIVGIITTS,NSE,DIVGI TORQTRANSFER SYST L,3706625,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
GOKULAGRO,NSE,GOKUL AGRO RESOURCES,3706881,NSE,0.01,1,STOCK,Consumer Defensive,Packaged Foods,0,1
THEMISMED,NSE,THEMIS MEDICARE,3708161,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
NCLIND,NSE,NCL INDUSTRIES,3709441,NSE,0.01,1,STOCK,Basic Materials,Building Materials,0,1
BALAMINES,NSE,BALAJI AMINES,3712257,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
BANSWRAS,NSE,BANSWARA SYNTEX,3714817,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
ICRA,NSE,ICRA,3717889,NSE,0.5,1,STOCK,Financial Services,Financial Data & Stock Exchanges,0,1
NDLVENTURE,NSE,NDL VENTURES,3724033,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
AROGRANITE,NSE,ARO GRANITE IND.,3726593,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
ZENITHSTL,NSE,ZENITH STEEL PIP IND,3727873,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
BFUTILITIE,NSE,BF UTILITIES,3729153,NSE,0.05,1,STOCK,Industrials,Infrastructure Operations,0,1
SRHHYPOLTD,NSE,SREE RAYALSEEMA HHP,3732993,NSE,0.05,1,STOCK,Basic Materials,Chemicals,0,1
ALPHAGEO,NSE,ALPHAGEO (INDIA),3736833,NSE,0.01,1,STOCK,Energy,Oil & Gas Equipment & Services,0,1
GSLSU,NSE,GLOBAL SURFACES,3737345,NSE,0.01,1,STOCK,Basic Materials,Building Materials,0,1
WEBELSOLAR,NSE,WEBSOL ENERGY SYSTEM,3738113,NSE,0.01,1,STOCK,Technology,Solar,0,1
TGBHOTELS,NSE,TGB BANQUETS&HOTELS,3739393,NSE,0.01,1,STOCK,Consumer Cyclical,Lodging,0,1
CHEMBOND,NSE,CHEMBOND MATERIALTECH,3742209,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
HILTON,NSE,HILTON METAL FORGING,3744513,NSE,0.01,1,STOCK,Industrials,Metal Fabrication,0,1
INSECTICID,NSE,INSECTICIDES (I),3752193,NSE,0.05,1,STOCK,Basic Materials,Agricultural Inputs,0,1
KMSUGAR,NSE,K M SUGAR MILLS,3754753,NSE,0.01,1,STOCK,Consumer Defensive,Confectioners,0,1
GUJAPOLLO,NSE,GUJ. APOLLO IND.,3757313,NSE,0.05,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
GOACARBON,NSE,GOA CARBON,3759873,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
NAGREEKEXP,NSE,NAGREEKA EXPORTS,3763713,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
TIMETECHNO,NSE,TIME TECHNOPLAST,3764993,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
HGS,NSE,HINDUJA GLOBAL SOLS.,3766273,NSE,0.05,1,STOCK,Industrials,Specialty Business Services,0,1
ADVANIHOTR,NSE,ADVANI HOT.& RES.(I),3774721,NSE,0.01,1,STOCK,Consumer Cyclical,Lodging,0,1
NELCAST,NSE,NELCAST,3778817,NSE,0.01,1,STOCK,Industrials,Metal Fabrication,0,1
V2RETAIL,NSE,V2 RETAIL,3780097,NSE,0.01,1,STOCK,Consumer Cyclical,Apparel Retail,0,1
SPARC,NSE,SUN PHARMA ADV.RES.CO.LTD,3785729,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
ADSL,NSE,ALLIED DIGITAL SERV.,3792129,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
WSI,NSE,W.S.INDUSTRIES (I),3795969,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
DECCANCE,NSE,DECCAN CEMENTS,3798529,NSE,0.05,1,STOCK,Basic Materials,Building Materials,0,1
VIPCLOTHNG,NSE,VIP CLOTHING,3799809,NSE,0.01,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
ALPA,NSE,ALPA LABORATORIES,3801089,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
OMAXE,NSE,OMAXE,3802369,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
ASIANTILES,NSE,ASIAN GRANITO IND.,3811585,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
AKI,NSE,AKI INDIA,3811841,NSE,0.01,1,STOCK,Consumer Cyclical,Footwear & Accessories,0,1
SAHYADRI,NSE,SAHYADRI INDUSTRIES,3814401,NSE,0.05,1,STOCK,Industrials,Building Products & Equipment,0,1
KDDL,NSE,KDDL,3816449,NSE,0.1,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
PURVA,NSE,PURAVANKARA,3820033,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
LAL,NSE,LORENZINI APPARELS,3820545,NSE,0.01,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
CIEINDIA,NSE,CIE AUTOMOTIVE INDIA,3823873,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
CSBBANK,NSE,CSB BANK,3831297,NSE,0.05,1,STOCK,Financial Services,Banks - Regional,0,1
KSCL,NSE,KAVERI SEED CO.,3832833,NSE,0.05,1,STOCK,Basic Materials,Agricultural Inputs,0,1
CENTUM,NSE,CENTUM ELECTRONICS,3835393,NSE,0.1,1,STOCK,Technology,Electronic Components,0,1
CCCL,NSE,CONS. CONST. CONSORT,3837953,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
SUPREMEINF,NSE,SUPREME INFRA.,3840513,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
MAANALU,NSE,MAAN ALUMINIUM,3844353,NSE,0.01,1,STOCK,Basic Materials,Aluminum,0,1
BAJAJELEC,NSE,BAJAJ ELECT.LTD,3848705,NSE,0.05,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
CERA,NSE,CERA SANITARYWARE,3849985,NSE,0.5,1,STOCK,Industrials,Building Products & Equipment,0,1
